	fsa_lights_per100g	id	ingredients	instructions	nutr_per_ingredient	nutr_values_per100g	partition	quantity	title	unit	url	weight_per_ingr	category
783	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}"	03c32ed253	"[{'text': 'onions, raw'}, {'text': 'celery, raw'}, {'text': 'beef, grass-fed, ground, raw'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'water, bottled, generic'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'salt, table'}, {'text': 'spices, garlic powder'}]"	"[{'text': 'Heat 1 Tbsp.'}, {'text': 'oil in skillet and saute/fry onions and celery till slightly softened.'}, {'text': 'Add in beef and cook till mix turns gray.'}, {'text': 'Blend in flour.'}, {'text': 'Add in warm water and stir till thickened.'}, {'text': 'Add in seasonings; cover and cook over low heat for about 30 min.'}, {'text': 'Season again to taste.'}, {'text': 'Serve in a nest of warm creamed potatoes.'}, {'text': 'Yields 4 servings.'}]"	"[{'fat': 0.04, 'nrg': 16.0, 'pro': 0.44, 'sat': 0.01675, 'sod': 1.5, 'sug': 1.695}, {'fat': 0.17, 'nrg': 16.0, 'pro': 0.7000000000000001, 'sat': 0.042, 'sod': 81.0, 'sug': 1.35}, {'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 0.15375000000000003, 'nrg': 56.875, 'pro': 1.61375, 'sat': 0.02425, 'sod': 0.25, 'sug': 0.0425}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1743.75, 'sug': 0.0}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999003, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.01, 'nrg': 5.0, 'pro': 0.255, 'sat': 0.004, 'sod': 1.0, 'sug': 0.04}]"	"{'energy': 115.92595823341854, 'fat': 6.787464957561384, 'protein': 10.641190815252328, 'salt': 0.9652668842167581, 'saturates': 2.83645770530779, 'sugars': 0.365356870314805}"	train	"[{'text': '1/4'}, {'text': '1'}, {'text': '1'}, {'text': '2'}, {'text': '1'}, {'text': '3/4'}, {'text': '1/8'}, {'text': '1/2'}, {'text': '1/2'}]"	Ground Beef Vegetable Fricassee Recipe	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'pound'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://cookeatshare.com/recipes/ground-beef-vegetable-fricassee-26337	"[40.0, 101.0, 453.592, 15.625, 236.8, 4.5, 0.28750000000000003, 3.0, 1.55]"	DINNER
786	"{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}"	03c7d11711	"[{'text': 'chicken, broilers or fryers, wing, meat and skin, raw'}, {'text': 'soy sauce made from soy (tamari)'}, {'text': 'catsup'}, {'text': 'honey'}, {'text': 'alcoholic beverage, distilled, vodka, 80 proof'}, {'text': 'spices, garlic powder'}]"	"[{'text': 'Mix all sauce ingredients thoroughly and pour over wings.'}, {'text': 'Marinate for at least one hour.'}, {'text': 'I myself try to marinate overnight.'}, {'text': 'Bake in a 400 degree oven for one hour, flipping once half way through cooking time.'}, {'text': 'Recipe easily doubles or triples.'}]"	"[{'fat': 145.71643, 'nrg': 2165.9018, 'pro': 198.673296, 'sat': 40.086193, 'sod': 952.5432, 'sug': 0.0}, {'fat': 3.84, 'nrg': 2112.0, 'pro': 362.88, 'sat': 0.384, 'sod': 192960.0, 'sug': 59.519999999999996}, {'fat': 3.84, 'nrg': 3264.0, 'pro': 34.56, 'sat': 0.384, 'sod': 29568.0, 'sug': 695.04}, {'fat': 0.0, 'nrg': 14434.0, 'pro': 14.280000000000001, 'sat': 0.0, 'sod': 196.0, 'sug': 3897.46}, {'fat': 0.0, 'nrg': 7168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.279999999999999, 'nrg': 139.99999999999997, 'pro': 7.14, 'sat': 0.111999999999999, 'sod': 27.999999999999996, 'sug': 1.119999999999999}]"	"{'energy': 185.84717249117534, 'fat': 0.9752911408150541, 'protein': 3.9191094740235752, 'salt': 3.5492928086473423, 'saturates': 0.259987592800143, 'sugars': 29.530658793753627}"	train	"[{'text': '2 1/2'}, {'text': '12'}, {'text': '12'}, {'text': '14'}, {'text': '14'}, {'text': '14'}]"	"Lilla's"" to Die for "" Chicken Wings"	"[{'text': 'pound'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/lillas-to-die-for-chicken-wings-142847	"[1133.98, 3456.0, 3264.0, 4746.0, 3113.6, 43.4]"	DINNER
805	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}"	03d93ba694	"[{'text': 'artichokes, (globe or french), raw'}, {'text': 'bacon, meatless'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'lemon juice, raw'}, {'text': 'mustard, prepared, yellow'}]"	"[{'text': 'Cook the artichokes in boiling salted water with a little lemon or possibly vinegar to stop them discolouring.'}, {'text': 'After about 20 min they should be tender (test them with the point of a knife).'}, {'text': 'Drain and peel them: the skins should slide off quite easily although there is no need to be too fussy.'}, {'text': 'While the artichokes are cooking fry or possibly grill the bacon rashers until crisp.'}, {'text': 'Let them cold then crumble them into large pcs.'}, {'text': 'Slice the tubers thickly and place them in a china bowl.'}, {'text': 'Add in a generously handful of minced parsley and the crumbled bacon.'}, {'text': 'Make a vinaigrette with the walnut and olive oils the lemon juice and the mustard.'}, {'text': 'Stir in some salt and a grinding of black pepper.'}, {'text': 'Pour over the artichokes and toss gently.'}, {'text': 'Set aside for a while for the vegetables to soak up the dressing then serve with cool poultry game or possibly ham.'}, {'text': 'Serves 4 as a side dish'}]"	"[{'fat': 0.675, 'nrg': 211.5, 'pro': 14.715, 'sat': 0.161999999999999, 'sod': 423.0, 'sug': 4.454999999999999}, {'fat': 51.660000000000004, 'nrg': 540.75, 'pro': 20.4575, 'sat': 8.0885, 'sod': 2563.75, 'sug': 0.0}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.036875, 'nrg': 3.375, 'pro': 0.053125, 'sat': 0.006124999999999999, 'sod': 0.125, 'sug': 0.38437499999999997}, {'fat': 0.34, 'nrg': 6.0, 'pro': 0.379999999999999, 'sat': 0.022, 'sod': 110.0, 'sug': 0.1}]"	"{'energy': 201.7948717948718, 'fat': 18.28538461538462, 'protein': 4.8691452991453, 'salt': 1.058760683760683, 'saturates': 2.6615555555555552, 'sugars': 0.675470085470085}"	train	"[{'text': '450'}, {'text': '175'}, {'text': '3'}, {'text': '3'}, {'text': '1'}, {'text': '2'}]"	Artichoke And Bacon Salad Recipe	"[{'text': 'g'}, {'text': 'g'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}]"	http://cookeatshare.com/recipes/artichoke-and-bacon-salad-69653	"[450.0, 175.0, 40.5, 40.5, 15.25, 10.0]"	LUNCH
806	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}"	03d950c56e	"[{'text': 'lemonade, frozen concentrate, white, prepared with water'}]"	[{'text': 'Ice (shake) // rocks'}]	"[{'fat': 0.022679599999999998, 'nrg': 22.6796, 'pro': 0.039689300000000004, 'sat': 0.00340194, 'sod': 2.26796, 'sug': 5.6585602}]"	"{'energy': 40.0, 'fat': 0.04, 'protein': 0.07, 'salt': 0.01, 'saturates': 0.006, 'sugars': 9.98}"	train	[{'text': '2'}]	Amaretto Lemonade Recipe	[{'text': 'ounce'}]	http://cookeatshare.com/recipes/amaretto-lemonade-64456	[56.699]	DRINK
807	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}"	03dafb5b52	"[{'text': 'cream, fluid, heavy whipping'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'sugars, granulated'}, {'text': 'cocoa, dry powder, unsweetened'}, {'text': 'syrups, corn, light'}, {'text': 'salt, table'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'cornstarch'}, {'text': 'vanilla extract'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}]"	"[{'text': 'Combine the cream, 1/2 cup milk, malted milk powder, sugar, cocoa powder, corn syrup, and salt in a saucepan.'}, {'text': 'Whisk well to dissolve the malt powder and cocoa.'}, {'text': 'Cook over medium heat, stirring frequently, until the mixture begins to steam; watch it carefully and make sure it does not come to a boil.'}, {'text': 'While the mixture heats, combine the remaining milk, milk powder, cornstarch, and vanilla extract in a small bowl, and stir until smooth and both of the powders have dissolved.'}, {'text': 'Add the cornstarch mixture to the pan, and bring to a boil over low heat, stirring constantly.'}, {'text': 'Whisk the mixture until smooth and simmer over very low heat, stirring constantly, for 2 minutes, or until thickened.'}, {'text': 'If the mixture is lumpy, strain it through a sieve.'}, {'text': 'Transfer the hot liquid to a storage container, and press a sheet of plastic wrap directly onto the surface of the mixture to prevent a skin from forming.'}, {'text': 'Refrigerate the mixture uncovered until it is completely chilled (below 40F).'}, {'text': ""Freeze the mixture in an ice cream maker according to the manufacturer's instructions.""}, {'text': 'Transfer the soft ice cream to a chilled mixing bowl and fold in the chopped malted milk balls.'}, {'text': 'Serve immediately for a soft ice cream, or transfer the mixture to an airtight storage container and freeze until hard.'}, {'text': 'Allow the ice cream to sit at room temperature for 15 minutes before serving if frozen solid.'}]"	"[{'fat': 54.125, 'nrg': 510.0, 'pro': 4.2625, 'sat': 34.5475, 'sod': 40.0, 'sug': 4.375}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 1.185, 'nrg': 51.0, 'pro': 4.11, 'sat': 0.7725000000000001, 'sod': 53.5, 'sug': 6.345}, {'fat': 0.0, 'nrg': 256.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 67.04}, {'fat': 3.926666666666666, 'nrg': 65.33333333333333, 'pro': 5.619999999999999, 'sat': 2.313333333333333, 'sod': 6.0, 'sug': 0.5}, {'fat': 0.17, 'nrg': 241.25, 'pro': 0.0, 'sat': 0.0, 'sod': 52.75, 'sug': 65.4475}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.625, 'sug': 0.0}, {'fat': 0.29625, 'nrg': 12.75, 'pro': 1.0275, 'sat': 0.193125, 'sod': 13.375, 'sug': 1.5862500000000002}, {'fat': 0.007500000000000001, 'nrg': 61.0, 'pro': 0.04125, 'sat': 0.0015, 'sod': 1.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.1325}, {'fat': 1.7775, 'nrg': 76.5, 'pro': 6.165000000000001, 'sat': 1.15875, 'sod': 80.25, 'sug': 9.5175}]"	"{'energy': 148.51449600574455, 'fat': 6.878152769051252, 'protein': 3.171663225922269, 'salt': 0.17368279328606, 'saturates': 4.365680818597971, 'sugars': 18.055874697064898}"	train	"[{'text': '1 1/4'}, {'text': '1'}, {'text': '1/2'}, {'text': '1/3'}, {'text': '1/3'}, {'text': '1/4'}, {'text': '1/8'}, {'text': '2'}, {'text': '2'}, {'text': '1/4'}, {'text': '3/4'}]"	Chocolate Malted Ice Cream	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'cup'}]"	http://www.epicurious.com/recipes/food/views/chocolate-malted-ice-cream-366131	"[150.0, 244.0, 122.0, 67.2, 28.666666666666664, 85.25, 0.75, 30.5, 16.0, 1.05, 183.0]"	DESSERT
809	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}"	03dd4a28b8	"[{'text': 'potatoes, raw, skin'}, {'text': 'cream, fluid, heavy whipping'}, {'text': 'butter, without salt'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'spinach, raw'}]"	"[{'text': 'Cover potatoes with salted cold water by 1 inchin a large saucepan and simmer, uncovered, until tender, 20 to 30 minutes.'}, {'text': 'While potatoes are simmering, bring cream, butter, salt, and pepper to a simmer in a small saucepan.'}, {'text': 'Remove from heat and keep warm, covered.'}, {'text': 'Drain potatoes in a colander and cool slightly.'}, {'text': 'Peel potatoes and mash in large saucepan.'}, {'text': 'Stir spinach into warm cream, tossing to coat, and when slightly wilted (after about 1 minute), immediately add to potatoes.'}, {'text': 'Mash potatoes until almost smooth.'}, {'text': 'Serve immediately.'}]"	"[{'fat': 0.907184, 'nrg': 526.1667199999999, 'pro': 23.314628799999998, 'sat': 0.23586783999999902, 'sod': 90.7184, 'sug': 0.0}, {'fat': 21.65, 'nrg': 204.0, 'pro': 1.705, 'sat': 13.819, 'sod': 16.0, 'sug': 1.75}, {'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.035, 'nrg': 3.0, 'pro': 0.11999999999999901, 'sat': 0.016, 'sod': 0.0, 'sug': 0.005}, {'fat': 0.44225220000000004, 'nrg': 26.08154, 'pro': 3.2431828, 'sat': 0.07144074, 'sod': 89.58442, 'sug': 0.476271599999999}]"	"{'energy': 94.24206870193889, 'fat': 5.095355718496867, 'protein': 2.54286453891423, 'salt': 0.558973562634695, 'saturates': 3.153879442500079, 'sugars': 0.20005375411825901}"	train	"[{'text': '2'}, {'text': '1/2'}, {'text': '3'}, {'text': '1'}, {'text': '1/2'}, {'text': '4'}]"	Creamed Mashed Potatoes with Spinach	"[{'text': 'pound'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'ounce'}]"	http://www.epicurious.com/recipes/food/views/creamed-mashed-potatoes-with-spinach-105735	"[907.184, 60.0, 42.599999999999994, 6.0, 1.15, 113.398]"	APPETIZER
814	"{'fat': 'red', 'salt': 'red', 'saturates': 'orange', 'sugars': 'red'}"	03e079257c	"[{'text': 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw'}, {'text': 'pineapple, raw, all varieties'}, {'text': 'spices, pepper, red or cayenne'}, {'text': 'soy sauce made from soy (tamari)'}, {'text': 'rice vinegar, upc: 4979435030332'}, {'text': 'oil, canola'}, {'text': 'sugars, brown'}, {'text': 'spices, garlic powder'}, {'text': 'spices, ginger, ground'}, {'text': 'mustard, prepared, yellow'}]"	"[{'text': 'Mix all marinade ingredients and add chicken.'}, {'text': 'Marinate for 1 to 2 hours, no more.'}, {'text': 'If you are using wooden skewers, be sure to soak them in water for 2 hours.'}, {'text': 'Heat grill to medium-high.'}, {'text': 'Alternate chicken, pineapple and pepper pieces on skewers.'}, {'text': 'Place on grill until chicken is cooked through, about 5 minutes on each side.'}]"	"[{'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.553722959999999, 'sod': 204.1164, 'sug': 0.0}, {'fat': 0.4, 'nrg': 164.0, 'pro': 1.78, 'sat': 0.03, 'sod': 4.0, 'sug': 32.5}, {'fat': 29.76, 'nrg': 576.0, 'pro': 21.12, 'sat': 5.664, 'sod': 96.0, 'sug': 18.240000000000002}, {'fat': 3.84, 'nrg': 2112.0, 'pro': 362.88, 'sat': 0.384, 'sod': 192960.0, 'sug': 59.519999999999996}, {'fat': 0.0, 'nrg': 6720.0, 'pro': 0.0, 'sat': 0.0, 'sod': 159040.0, 'sug': 1792.0}, {'fat': 3136.0, 'nrg': 27776.0, 'pro': 0.0, 'sat': 230.944, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 7392.0, 'pro': 0.0, 'sat': 0.0, 'sod': 672.0, 'sug': 1955.5200000000002}, {'fat': 0.04, 'nrg': 20.0, 'pro': 1.02, 'sat': 0.016, 'sod': 4.0, 'sug': 0.16}, {'fat': 0.16, 'nrg': 12.0, 'pro': 0.32, 'sat': 0.094, 'sod': 0.0, 'sug': 0.11999999999999901}, {'fat': 2.04, 'nrg': 36.0, 'pro': 2.2800000000000002, 'sat': 0.132, 'sod': 660.0, 'sug': 0.6000000000000001}]"	"{'energy': 349.0198574870989, 'fat': 24.5042101147959, 'protein': 3.782137434940163, 'salt': 6.80381120272811, 'saturates': 1.845576261763716, 'sugars': 29.6952669315645}"	train	"[{'text': '1'}, {'text': '2'}, {'text': '2'}, {'text': '12'}, {'text': '14'}, {'text': '14'}, {'text': '14'}, {'text': '2'}, {'text': '2'}, {'text': '12'}]"	Nif's Grilled Hawaiian Chicken Skewers	"[{'text': 'pound'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/nifs-grilled-hawaiian-chicken-skewers-379045	"[453.592, 330.0, 172.8, 3456.0, 3360.0, 3136.0, 2016.0, 6.2, 3.6, 60.0]"	DINNER
815	"{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}"	03e0c2f200	"[{'text': 'alcoholic beverage, distilled, gin, 90 proof'}, {'text': 'water, bottled, generic'}]"	"[{'text': ""Pour Hendrick's Gin into highball glass over ice cubes and fill with tonic water; stir.""}, {'text': 'Garnish with Cucumber spear.'}]"	"[{'fat': 0.0, 'nrg': 149.11837, 'pro': 0.0, 'sat': 0.0, 'sod': 1.13398, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.56699, 'sug': 0.0}]"	"{'energy': 175.33333333333337, 'fat': 0.0, 'protein': 0.0, 'salt': 0.005, 'saturates': 0.0, 'sugars': 0.0}"	train	"[{'text': '2'}, {'text': '1'}]"	Hendrick's Gin and Tonic	"[{'text': 'ounce'}, {'text': 'ounce'}]"	http://www.food.com/recipe/hendricks-gin-and-tonic-209243	"[56.699, 28.3495]"	DRINK
816	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'green'}"	03e18c48f7	"[{'text': 'butter, without salt'}, {'text': 'nuts, pecans'}, {'text': 'squash, summer, zucchini, includes skin, raw'}, {'text': 'cheese, parmesan, hard'}]"	"[{'text': 'In a large skillet, melt 1 tablespoon butter over medium heat.'}, {'text': 'Add pecans; cook and stir until lightly browned, about 5 minutes.'}, {'text': 'Remove pecans from skillet.'}, {'text': 'Add remaining 2 tablespoons butter to the skillet, and melt.'}, {'text': 'Add zucchini, and saute until soft.'}, {'text': 'Toss with pecans and cheese.'}, {'text': 'Serve.'}]"	"[{'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 26.15, 'nrg': 251.0, 'pro': 3.333333333333333, 'sat': 2.245333333333333, 'sod': 0.0, 'sug': 1.443333333333333}, {'fat': 1.4514944, 'nrg': 77.11064, 'pro': 5.4884632, 'sat': 0.38101728, 'sod': 36.28736, 'sug': 11.3398}, {'fat': 2.400233309896469, 'nrg': 36.09373398340555, 'pro': 3.32062352647331, 'sat': 1.524960260798884, 'sod': 128.1327556410897, 'sug': 0.07218746796681101}]"	"{'energy': 123.69514410190261, 'fat': 11.915726788051638, 'protein': 2.307488149814122, 'salt': 0.07863325569182801, 'saturates': 4.735583031372135, 'sugars': 2.378157581758081}"	test	"[{'text': '3'}, {'text': '1/3'}, {'text': '1'}, {'text': '1'}]"	Zucchini and Pecan Saute	"[{'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'pound'}, {'text': 'tablespoon'}]"	http://allrecipes.com/recipe/zucchini-and-pecan-saute/	"[42.599999999999994, 36.33333333333333, 453.592, 9.294136500726928]"	APPETIZER
825	"{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}"	03f0104119	"[{'text': 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt'}, {'text': 'apple juice, canned or bottled, unsweetened, without added ascorbic acid'}, {'text': 'pork, fresh, loin, tenderloin, separable lean only, raw'}, {'text': 'spices, fennel seed'}, {'text': 'spices, rosemary, dried'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}]"	"[{'text': 'In medium bowl, combine cereal and apple juice; let stand 5 minutes.'}, {'text': 'Add remaining ingredients; mix well.'}, {'text': 'Shape into six patties.'}, {'text': 'Heat broiler.'}, {'text': 'Place patties on oiled broiler pan.'}, {'text': 'Broil 4-5 inches from heat for 4-5 minutes on each side, or until no longer pink.'}, {'text': 'Microwave directions: Prepare patties as directed above.'}, {'text': 'Place on microwave-safe roasting rack; cover with waxed paper.'}, {'text': 'Microwave on high for 5-6 minutes or until no longer pink, turning patties and rearranging once halfway through cooking.'}]"	"[{'fat': 121.04, 'nrg': 5644.0, 'pro': 201.96, 'sat': 24.65, 'sod': 306.0, 'sug': 21.42}, {'fat': 4.16, 'nrg': 1482.0, 'pro': 3.25, 'sat': 0.715, 'sod': 130.0, 'sug': 310.18}, {'fat': 118.11535679999999, 'nrg': 5932.98336, 'pro': 1140.3302879999999, 'sat': 37.99286591999999, 'sod': 2884.84512, 'sug': 0.0}, {'fat': 4.199999999999999, 'nrg': 98.0, 'pro': 4.479999999999999, 'sat': 0.13999999999999901, 'sod': 27.999999999999996, 'sug': 0.0}, {'fat': 2.519999999999999, 'nrg': 55.99999999999999, 'pro': 0.84, 'sat': 1.231999999999999, 'sod': 13.999999999999998, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 1.26, 'nrg': 108.0, 'pro': 4.32, 'sat': 0.5760000000000001, 'sod': 0.0, 'sug': 0.18}]"	"{'energy': 79.2099813382692, 'fat': 1.494266600639436, 'protein': 8.058249336516718, 'salt': 0.672117913786894, 'saturates': 0.38832541720123503, 'sugars': 1.972848917995417}"	train	"[{'text': '34'}, {'text': '13'}, {'text': '12'}, {'text': '14'}, {'text': '14'}, {'text': '18'}, {'text': '18'}]"	Lean Pork Breakfast Patties	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'pound'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/lean-pork-breakfast-patties-77056	"[7956.0, 3224.0, 5443.103999999999, 27.999999999999996, 16.799999999999997, 108.0, 41.4]"	BREAKFAST
834	"{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}"	03fc3dd3ed	"[{'text': 'cocoa, dry powder, unsweetened'}, {'text': 'water, bottled, generic'}, {'text': 'sugars, granulated'}, {'text': 'water, bottled, generic'}, {'text': 'alcoholic beverage, distilled, vodka, 80 proof'}, {'text': 'cream, fluid, heavy whipping'}]"	"[{'text': 'In a bowl, dissolve cocoa powder in boiling water.'}, {'text': 'In a saucepan, bring sugar and water to a simmer, stirring until sugar is dissolved.'}, {'text': 'Add sugar syrup to cocoa syrup.'}, {'text': 'Strain through a fine-mesh sieve into a jar with a lid.'}, {'text': 'Add the vodka, cover and refrigerate over night.'}, {'text': '(It will keep up to a month, but will lose potency over time.'}, {'text': ').'}, {'text': 'To serve, stir well and strain again through a fine-mesh sieve into a martini glass, 2/3 full.'}, {'text': 'Top with lightly-sweetened whipped cream, or float heavy cream on top.'}, {'text': '(Hold a spoon with the bowl down and the edge almost touching the liqueur in the glass.'}, {'text': 'Pour the cream slowly over the back of the spoon until a layer 1/8 to 1/4 inch deep floats on top of the liqueur.)'}, {'text': 'Garnish with cocoa nibs or chocolate shavings.'}]"	"[{'fat': 164.92, 'nrg': 2744.0, 'pro': 236.04, 'sat': 97.16000000000001, 'sod': 252.0, 'sug': 21.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 512.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 1472.1999999999998, 'nrg': 13872.0, 'pro': 115.94, 'sat': 939.692, 'sod': 1088.0, 'sug': 119.0}]"	"{'energy': 289.5043354471334, 'fat': 26.483758250291185, 'protein': 5.693995082179371, 'salt': 0.054840170829558006, 'saturates': 16.773197877572148, 'sugars': 5.518312411026271}"	train	"[{'text': '14'}, {'text': '1'}, {'text': '1'}, {'text': '1'}, {'text': '1'}, {'text': '34'}]"	Scharffenberger Homemade Chocolate Liqueur	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/scharffenberger-homemade-chocolate-liqueur-355508	"[1204.0, 236.8, 201.60000000000002, 236.8, 222.4, 4080.0]"	DRINK
